Elspot volumes in {0},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elspot volumes in MWh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data was last updated 31-12-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Hours,Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,FRE Buy,FRE Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
16-08-2018,21 - 22,"37081,2","2569,8","1713,5","4142,4","5171,2","2730,9","2536,4","1494,9","2444,9","1788,8","4511,7","1225,2","2378,1","1270,2","3480,6","7562,6","8235,7","3467,0","525,4","6056,3","4660,8","0,0","0,0","2840,3","965,0","1466,3","357,6","739,8","1202,6","804,7","675,6","1559,7","859,8"
16-08-2018,22 - 23,"35749,9","2469,6","1624,5","4070,3","4828,8","2716,4","2464,0","1502,4","2452,4","1765,0","4237,1","1184,5","2279,4","1215,1","2925,3","7097,3","8246,4","3313,2","533,1","5821,9","4807,4","0,0","0,0","2790,1","846,1","1391,0","351,0","644,8","1215,1","708,1","461,7","1494,4","911,8"
16-08-2018,23 - 00,"32768,0","2249,1","1518,6","3960,2","4474,2","2623,7","2140,0","1431,8","1948,4","1637,5","3274,2","1131,2","1737,7","1139,1","2728,4","6477,8","8215,7","2483,4","521,8","5417,7","4906,9","0,0","0,0","2820,7","876,7","1317,9","277,9","585,9","1224,6","646,8","464,5","1484,9","1098,1"
17-08-2018,00 - 01,"30366,2","2046,3","1459,6","3594,0","4108,0","2470,1","1811,2","1447,3","1429,3","1576,1","3138,4","1082,7","1241,2","1114,9","2586,6","5874,5","8280,4","2215,7","503,4","4976,3","4764,3","0,0","0,0","2621,5","677,6","1270,9","230,8","563,7","1098,8","596,3","464,7","1440,1","1096,1"
17-08-2018,01 - 02,"29289,3","1914,6","1446,3","3150,2","3664,2","2426,8","1622,8","1426,8","1278,0","1533,0","2958,0","1065,6","1227,0","1123,5","2558,8","5777,4","8290,7","2170,7","538,1","4852,8","4796,5","0,0","0,0","2593,0","649,0","1287,9","247,9","550,9","1081,8","579,6","464,8","1405,0","1033,9"
17-08-2018,02 - 03,"28674,3","1852,1","1440,0","3121,0","3289,9","2395,3","1634,3","1406,6","1219,7","1515,6","2853,8","1057,4","1233,9","1107,7","2519,3","5732,8","8206,8","2181,0","518,6","4807,7","4829,8","0,0","0,0","2231,6","632,7","1282,5","242,5","545,2","1086,5","569,8","465,7","1394,0","1026,8"
17-08-2018,03 - 04,"28674,3","1831,8","1442,4","3106,1","3213,3","2389,3","1645,1","1390,0","1212,5","1508,2","2825,0","1050,9","1295,1","1106,4","2582,2","5755,0","8179,0","2193,6","488,7","4822,0","4847,2","0,0","0,0","2173,3","636,1","1279,4","239,4","548,3","1090,7","574,3","467,0","1609,8","1174,7"
17-08-2018,04 - 05,"29143,8","1844,6","1448,4","3102,8","3312,8","2382,7","1663,3","1382,3","1227,6","1505,8","2877,6","1044,4","1598,5","1094,7","2700,5","5831,4","8182,9","2275,5","455,4","4922,4","4900,3","0,0","0,0","2286,2","646,2","1275,2","235,2","546,5","1095,8","592,0","468,7","1841,6","1114,9"
17-08-2018,05 - 06,"30116,9","1925,1","1455,0","3252,0","3531,2","2404,5","1787,9","1381,2","1432,1","1519,5","3057,7","1056,3","1737,7","1118,6","2787,4","6072,3","8184,9","2332,9","488,5","5508,1","4696,4","0,0","0,0","2309,9","600,7","1272,6","232,6","623,1","1160,9","672,1","466,0","1559,5","1388,7"
17-08-2018,06 - 07,"34666,5","2265,4","1554,6","3997,9","4610,7","2497,5","2414,5","1438,6","2387,1","1462,3","4134,6","1139,6","2541,1","1260,6","3355,7","6910,7","8056,0","3285,1","425,1","6171,6","4163,8","0,0","0,0","2736,1","792,1","1274,6","234,6","722,7","1242,8","791,5","474,1","1275,7","843,1"
17-08-2018,07 - 08,"37384,8","2660,1","1681,3","4224,5","5467,3","2718,7","2668,7","1514,4","2464,4","1620,8","4320,8","1209,4","2983,8","1368,1","3799,4","7891,0","7926,8","3286,8","426,8","6429,3","4517,6","0,0","0,0","2476,3","790,8","1594,0","295,5","830,0","1230,2","906,5","526,9","1414,3","1043,9"
17-08-2018,08 - 09,"38643,5","2838,5","1689,9","4345,1","5757,7","2806,4","2756,4","1577,8","2527,8","1660,4","4360,4","1255,3","3269,5","1333,3","3954,8","8310,9","8008,5","3397,4","437,4","6514,9","4674,0","0,0","0,0","2474,2","770,5","1642,6","362,3","882,0","1219,6","970,8","900,3","1488,8","809,3"
17-08-2018,09 - 10,"38888,3","2912,9","1711,5","4366,8","5830,8","2838,8","2788,8","1622,1","2572,1","1682,5","4382,5","1274,3","3296,0","1341,9","3907,8","8367,9","8020,1","3405,6","440,1","6507,6","4674,2","0,0","0,0","2533,6","836,3","1650,7","369,5","894,2","1219,2","983,9","989,9","1782,0","1126,0"
17-08-2018,10 - 11,"39024,0","2939,6","1719,4","4374,8","5838,8","2849,6","2796,6","1634,6","2584,6","1686,6","4386,6","1275,3","3369,3","1364,6","3911,2","8482,4","8025,3","3417,5","441,5","6543,2","4780,8","0,0","0,0","2457,0","820,5","1658,9","327,4","890,5","1222,6","985,0","1024,3","1813,5","1124,2"
17-08-2018,11 - 12,"39022,4","2930,8","1721,7","4364,7","5828,7","2851,2","2801,2","1636,7","2586,7","1677,7","4377,7","1254,0","3412,0","1422,8","3993,0","8539,9","7905,0","3454,4","428,4","6523,3","4817,6","0,0","0,0","2405,9","795,8","1634,0","326,1","877,6","1229,1","970,5","1166,2","1919,7","1074,0"
17-08-2018,12 - 13,"38895,9","2920,8","1720,8","4359,2","5823,2","2850,9","2800,9","1590,1","2540,1","1676,9","4376,9","1241,2","3380,9","1405,6","3993,4","8514,6","7908,0","3389,7","429,7","6568,7","4837,6","0,0","0,0","2490,5","822,7","1609,3","293,1","890,5","1230,7","980,3","1214,3","1858,2","974,2"
17-08-2018,13 - 14,"38649,4","2883,1","1694,2","4316,7","5769,6","2837,9","2787,9","1566,7","2516,7","1679,5","4379,5","1242,3","3383,2","1415,4","3960,4","8333,5","7895,8","3397,5","437,5","6525,1","4656,9","0,0","0,0","2608,3","900,7","1582,7","306,3","881,1","1231,1","977,3","1211,3","1958,2","1074,2"
17-08-2018,14 - 15,"38234,0","2840,6","1701,1","4297,1","5700,6","2825,9","2775,9","1547,0","2497,0","1683,9","4383,9","1227,6","3265,5","1389,9","3734,7","8070,3","7871,6","3403,9","443,9","6451,1","4628,2","0,0","0,0","2676,6","926,0","1542,5","309,1","862,1","1231,0","966,8","991,4","1791,1","1116,5"
17-08-2018,15 - 16,"37579,4","2783,8","1689,9","4197,1","5555,0","2799,8","2749,8","1539,5","2489,5","1674,1","4374,1","1221,8","3026,2","1374,9","3570,5","7894,8","7874,0","3230,8","440,4","6388,8","4574,3","0,0","0,0","2672,9","926,2","1539,7","302,4","835,8","1231,5","940,3","990,5","1572,9","872,7"
17-08-2018,16 - 17,"37406,5","2747,9","1700,2","4199,2","5560,9","2772,1","2641,9","1534,5","2564,7","1676,5","4526,5","1218,3","2898,7","1352,5","3565,5","7668,8","7887,3","3396,1","436,1","6345,9","4341,9","0,0","0,0","2711,6","930,4","1520,7","317,9","808,8","1230,9","903,7","991,6","1484,0","746,1"
17-08-2018,17 - 18,"37157,4","2691,2","1696,1","4195,3","5504,4","2773,6","2760,5","1517,2","2727,3","1677,4","4527,4","1223,1","2698,0","1297,4","3375,0","7609,9","7869,5","3386,8","426,8","6277,3","4243,7","0,0","0,0","2681,0","933,2","1593,5","357,3","776,6","1231,1","878,5","902,4","1418,3","744,4"
17-08-2018,18 - 19,"36855,5","2648,2","1694,0","4191,6","5459,8","2758,9","2803,2","1512,6","2665,3","1671,3","4521,3","1214,7","2688,7","1260,3","3115,8","7529,8","7925,4","3375,6","415,6","6140,5","4288,9","0,0","0,0","2576,4","838,2","1622,5","376,7","761,9","1221,4","849,9","890,5","1542,2","751,6"
17-08-2018,19 - 20,"36576,2","2617,7","1650,1","4183,6","5465,2","2743,3","2795,9","1508,6","2653,0","1659,2","4509,2","1198,6","2619,3","1338,4","2900,5","7367,4","7919,5","3365,5","405,5","6019,9","4355,5","0,0","0,0","2619,1","825,6","1565,5","375,0","752,2","1214,7","834,0","904,2","1585,1","764,9"
17-08-2018,20 - 21,"35966,4","2568,6","1644,7","4176,5","5258,8","2717,0","2693,6","1500,7","2474,6","1632,3","4482,3","1187,6","2426,0","1328,2","2626,6","7146,8","7917,5","3356,2","396,2","5878,5","4844,0","0,0","0,0","2642,8","810,6","1524,5","372,7","752,8","1214,9","831,1","904,3","1486,9","663,7"
17-08-2018,21 - 22,"35835,0","2521,3","1648,3","4096,8","5399,4","2688,8","2653,2","1493,7","2496,2","1593,1","4443,1","1185,6","2304,8","1330,2","2485,5","7104,1","7933,8","3348,2","388,2","5913,4","4861,6","0,0","0,0","2668,5","764,3","1455,7","375,9","729,6","1224,7","794,4","681,0","1429,6","693,0"
17-08-2018,22 - 23,"34952,8","2435,2","1633,0","4120,6","4863,7","2662,7","2525,8","1498,4","2434,2","1568,7","4341,4","1154,0","2257,8","1282,4","2318,3","6772,5","7928,3","3284,0","381,9","5684,8","5050,8","0,0","0,0","2704,5","760,5","1405,8","365,8","642,0","1204,1","707,6","467,1","1462,5","853,0"
17-08-2018,23 - 00,"32465,8","2263,2","1569,8","4026,4","4427,0","2523,6","2293,4","1432,7","2138,9","1493,8","3748,2","1118,9","1930,0","1223,4","1911,6","6330,8","7910,2","2663,8","376,1","5286,8","5042,2","0,0","0,0","2784,0","840,0","1305,3","265,3","588,3","1211,6","648,2","469,0","1375,7","931,6"
18-08-2018,00 - 01,"30620,2","2059,7","1567,2","3792,4","3852,6","2469,9","1962,7","1433,9","2115,8","1469,3","3659,2","1073,3","1004,1","1260,9","1819,5","5906,1","7751,5","2339,0","569,3","4901,4","4907,5","0,0","0,0","2574,5","875,3","1544,1","259,3","553,5","1167,7","605,2","471,5","1365,2","1365,2"
18-08-2018,01 - 02,"29706,8","1946,1","1534,4","3710,0","3579,9","2436,4","1866,3","1391,0","1768,0","1433,0","3376,0","1061,0","987,6","1255,6","1709,6","5755,9","7766,7","2284,7","661,3","4765,6","4891,7","0,0","0,0","2471,4","716,3","1490,9","262,0","532,9","1161,2","587,7","471,2","1178,9","1548,9"
18-08-2018,02 - 03,"29024,8","1875,2","1517,6","3438,5","3344,9","2411,7","1794,6","1367,3","1507,1","1408,9","3181,6","1045,5","949,4","1251,9","1672,3","5668,7","7756,1","2265,8","663,1","4713,1","4846,6","0,0","0,0","2416,2","853,6","1458,6","269,2","521,3","1159,1","578,9","472,4","1161,0","1595,0"
18-08-2018,03 - 04,"28089,9","1840,0","1514,4","2901,5","3229,5","2402,7","1677,9","1344,8","1433,4","1399,0","2985,1","1039,3","890,6","1254,3","1631,6","5632,9","7753,0","1986,0","665,4","4685,3","4775,5","0,0","0,0","2372,5","873,8","1449,4","252,7","515,0","1121,3","574,5","473,7","1159,4","1278,7"
18-08-2018,04 - 05,"27993,5","1821,2","1514,7","2877,0","3232,7","2394,2","1684,0","1333,6","1415,4","1397,7","2906,8","1035,8","972,8","1255,6","1663,9","5595,3","7748,2","2095,9","679,2","4642,4","4728,4","0,0","0,0","2384,4","959,6","1454,0","263,9","500,0","1122,7","575,4","474,4","1161,2","1157,0"
18-08-2018,05 - 06,"28027,4","1814,8","1515,9","2888,8","3223,3","2387,4","1630,0","1332,2","1398,4","1396,4","2861,9","1037,2","951,5","1266,7","1568,4","5525,2","7739,5","1805,7","677,7","4802,8","4605,9","0,0","0,0","2361,9","971,1","1462,6","251,8","516,7","1119,2","597,9","476,1","1201,8","1407,4"
18-08-2018,06 - 07,"28694,9","1866,3","1542,1","2929,7","3364,1","2398,0","1835,7","1349,5","1727,2","1392,5","3202,9","1052,4","1193,4","1316,0","1643,8","5538,1","7716,8","1876,0","375,1","5039,0","4676,4","0,0","0,0","2411,8","1047,4","1525,6","283,7","564,0","1104,8","658,2","478,8","1305,0","1029,9"
18-08-2018,07 - 08,"30471,2","1978,8","1606,9","3132,3","3977,6","2440,6","1962,9","1382,3","2146,6","1427,7","3491,2","1074,0","1302,4","1344,1","1894,9","5764,7","7709,3","2253,4","388,0","5260,1","4633,2","0,0","0,0","2492,1","1086,2","1630,6","272,0","626,0","1085,5","751,2","537,2","1195,7","659,7"
18-08-2018,08 - 09,"33095,9","2160,0","1645,2","3834,7","4547,5","2512,1","2225,9","1437,1","2490,3","1468,0","4318,0","1116,1","1503,8","1361,8","2087,3","6212,2","7691,6","2904,7","398,6","5498,2","4698,3","0,0","0,0","2496,4","1198,3","1737,2","289,3","677,0","1071,4","819,4","907,3","1496,4","658,5"
18-08-2018,09 - 10,"34066,1","2364,3","1697,4","3932,4","5000,1","2581,2","2275,5","1486,0","2600,5","1546,9","4396,9","1138,0","1527,6","1387,7","2188,9","6575,1","7737,2","3030,4","422,4","5555,5","4525,5","0,0","0,0","2374,2","1369,5","1805,9","320,0","702,0","1068,1","845,0","956,7","1797,3","1035,6"
18-08-2018,10 - 11,"34417,0","2492,1","1695,4","4021,4","4711,8","2620,1","2274,1","1504,1","2539,5","1547,6","4397,6","1154,1","1568,6","1359,5","2364,1","6719,0","7850,4","3063,4","448,3","5616,1","4452,5","0,0","0,0","2221,3","1761,6","1813,6","351,9","703,2","1069,7","850,6","958,2","1800,6","1043,0"
18-08-2018,11 - 12,"34093,6","2520,9","1653,4","4046,5","4382,9","2626,8","2150,6","1512,2","2420,4","1540,3","4085,3","1143,6","1613,0","1290,7","2525,1","6691,2","7921,9","3031,6","477,2","5592,7","4466,9","0,0","0,0","2021,8","2016,0","1799,7","380,7","700,5","1075,1","847,3","949,9","1796,1","1043,5"
18-08-2018,12 - 13,"32358,0","2509,9","1640,5","4073,1","3736,9","2620,7","1851,0","1498,2","1751,1","1532,8","3491,4","1128,2","1649,0","1219,0","2429,4","6546,1","7979,4","2435,4","506,8","5563,0","4569,1","0,0","0,0","1774,4","2341,4","1185,2","411,3","698,3","1077,0","840,7","1008,3","1788,7","971,1"
18-08-2018,13 - 14,"32072,5","2483,1","1634,3","4028,7","3635,2","2607,3","1736,5","1496,9","1692,0","1525,0","3093,8","1112,8","1741,8","1155,8","2514,8","6440,8","7937,3","2371,3","525,6","5522,6","4566,7","0,0","0,0","1907,5","2566,5","1160,7","427,7","690,1","1080,4","829,8","957,1","1763,4","986,1"
18-08-2018,14 - 15,"31890,4","2450,0","1594,2","4026,9","3603,7","2598,1","1653,6","1511,1","1616,3","1524,4","2881,5","1114,0","1775,9","1144,8","2661,6","6259,6","7855,9","2290,3","548,8","5515,5","4566,3","0,0","0,0","2069,7","2703,5","1135,9","425,4","677,2","1080,8","810,3","908,1","1605,6","857,8"
18-08-2018,15 - 16,"32167,3","2424,2","1539,7","3971,9","3654,7","2592,6","1713,4","1500,4","1682,6","1505,9","3063,0","1118,8","1811,1","1149,6","2624,0","6165,6","7866,4","2223,4","565,9","5539,9","4556,6","0,0","0,0","2086,2","2674,5","1647,6","414,9","671,0","1080,3","800,7","909,8","1533,7","774,6"
18-08-2018,16 - 17,"32645,8","2418,9","1547,2","3952,0","3862,8","2588,2","1756,1","1495,0","1728,4","1504,4","3282,8","1134,3","1890,1","1168,6","2605,4","6158,5","7898,5","2553,1","579,5","5592,6","4550,8","0,0","0,0","2110,1","2544,0","1733,0","400,2","667,7","1080,6","794,2","802,5","1351,5","693,2"
18-08-2018,17 - 18,"33252,4","2422,0","1558,0","3965,5","4018,3","2589,4","1878,7","1491,3","1766,9","1514,6","3476,9","1143,2","2222,4","1177,3","2756,3","6202,5","7913,9","3012,3","582,2","5588,4","4623,8","0,0","0,0","2093,5","2044,5","1815,3","410,5","666,1","1079,0","791,6","685,2","1237,8","694,2"
18-08-2018,18 - 19,"33611,4","2404,6","1566,7","4011,2","4083,2","2588,0","1927,0","1508,8","1864,5","1517,7","3612,4","1137,9","2302,8","1257,0","2950,4","6295,6","7987,3","3010,4","580,0","5613,5","4590,4","0,0","0,0","2078,4","1769,6","1850,8","377,1","665,6","1078,1","780,1","604,7","1237,8","663,2"
18-08-2018,19 - 20,"33550,3","2374,7","1566,8","4027,1","4067,9","2583,3","1965,6","1510,1","1842,8","1544,0","3625,2","1131,8","2299,3","1229,9","2967,9","6252,6","8017,5","2992,6","577,5","5569,8","4631,2","0,0","0,0","2179,2","1603,2","1818,0","385,4","665,0","1077,8","779,9","507,9","1240,1","762,1"
18-08-2018,20 - 21,"33279,9","2340,8","1549,9","4021,4","3953,1","2572,5","1952,3","1512,6","1804,6","1531,6","3546,3","1126,8","2288,8","1246,5","3074,7","6200,4","7918,3","2983,9","583,0","5382,0","4692,3","0,0","0,0","2229,2","1517,1","1787,4","399,5","676,4","1081,6","781,6","660,6","1338,4","709,4"
18-08-2018,21 - 22,"33479,0","2325,1","1565,2","4002,5","4047,6","2551,6","2011,8","1501,4","1847,9","1496,7","3572,8","1132,3","2303,8","1252,3","2964,5","6238,2","7953,5","2979,5","598,1","5556,9","4770,8","0,0","0,0","2286,8","1434,4","1763,8","408,6","654,9","1092,0","746,8","476,2","1509,0","950,6"
18-08-2018,22 - 23,"32443,1","2276,3","1547,2","3977,8","3803,9","2539,6","1862,6","1493,8","1772,4","1490,0","3218,7","1104,7","2244,2","1235,5","2721,1","5935,2","7987,6","2847,0","627,2","5412,4","4895,6","0,0","0,0","2328,3","1344,0","1703,9","418,6","600,3","1107,6","694,0","476,2","1422,6","1034,5"
18-08-2018,23 - 00,"30929,4","2152,8","1525,1","3951,8","3537,9","2503,6","1707,9","1445,0","1620,7","1462,4","2520,0","1074,2","2195,6","1192,5","2500,2","5601,7","7982,5","2572,2","654,9","5033,1","4977,6","0,0","0,0","2308,2","1277,4","1631,9","429,6","544,4","1122,6","632,7","478,6","1153,7","729,6"
19-08-2018,00 - 01,"29125,5","1981,2","1420,6","3847,8","2854,3","2491,8","1819,8","1451,8","1106,9","1414,6","2575,6","1061,1","999,7","1117,9","2201,8","5438,1","8431,9","2010,0","748,3","4745,2","5075,3","0,0","0,0","2099,2","1333,4","1466,8","498,4","506,6","1229,8","768,6","484,8","1533,0","1153,1"
19-08-2018,01 - 02,"28552,6","1885,8","1409,6","3809,7","2710,0","2455,8","1787,0","1428,9","1033,1","1386,9","2472,0","1049,5","982,4","1100,0","2063,5","5316,4","8436,8","2056,1","740,6","4585,4","5128,4","0,0","0,0","2058,6","1294,4","1419,4","494,7","484,3","1100,7","745,3","484,3","1438,6","1083,2"
19-08-2018,02 - 03,"28286,7","1820,5","1411,3","3767,5","2676,2","2435,0","1759,9","1405,9","1036,5","1374,1","2316,6","1039,8","981,1","1088,6","2100,8","5229,4","8426,7","2113,3","727,1","4531,5","5147,9","0,0","0,0","2071,9","1239,6","1391,6","487,9","477,5","1063,3","732,0","486,4","1570,9","1188,2"
19-08-2018,03 - 04,"28394,1","1800,5","1404,8","3764,9","2690,9","2421,9","1762,0","1392,7","1044,5","1363,9","2412,2","1033,9","990,6","1087,2","2226,5","5237,8","8413,4","2095,5","706,0","4488,5","5146,1","0,0","0,0","2109,7","1146,9","1390,0","474,2","473,3","1070,7","731,2","485,8","1780,4","1196,8"
19-08-2018,04 - 05,"28461,2","1776,8","1407,8","3726,7","2804,9","2414,3","1743,6","1382,5","1044,2","1368,2","2440,1","1034,9","1076,0","1084,6","2283,8","5257,3","8390,3","2216,5","682,7","4420,2","5112,5","0,0","0,0","2189,7","1044,7","1397,9","454,8","465,5","1078,7","728,7","486,8","1772,8","1185,7"
19-08-2018,05 - 06,"28216,4","1753,6","1424,2","3599,4","2801,6","2400,2","1786,7","1379,4","1048,3","1385,1","2503,7","1066,7","1098,1","1098,0","2290,3","5244,7","8237,3","2013,2","651,9","4499,9","5017,3","0,0","0,0","2265,4","935,7","1398,3","445,6","469,0","1082,2","746,2","485,6","1788,1","1298,7"
19-08-2018,06 - 07,"27987,3","1767,1","1426,8","3058,6","2770,7","2406,4","1798,6","1396,0","1101,2","1371,9","2496,7","1072,5","1347,1","1111,3","2211,9","5332,3","8015,2","1947,6","690,3","4650,9","4942,3","0,0","0,0","2439,1","809,2","1471,2","452,1","512,7","1225,5","793,1","487,1","1463,8","1019,8"
19-08-2018,07 - 08,"28388,8","1829,4","1436,3","3125,2","2908,2","2433,9","1808,7","1420,2","1342,2","1384,0","2795,0","1073,9","1363,0","1139,6","2198,1","5559,3","7836,0","1612,0","693,5","4864,7","4823,7","0,0","0,0","2402,1","724,8","1499,2","459,2","565,5","1270,3","874,6","488,4","1393,4","1029,6"
19-08-2018,08 - 09,"28822,4","1955,7","1532,5","3216,2","3084,3","2489,8","1977,4","1438,3","1492,7","1415,3","3050,1","1101,7","1381,0","1187,9","2207,6","5966,1","7712,6","1934,5","557,4","5086,4","4723,0","0,0","0,0","1920,9","655,3","1065,5","448,5","616,9","1265,9","945,9","494,6","1186,3","944,5"
19-08-2018,09 - 10,"29949,5","2135,6","1532,8","3319,9","3309,0","2543,1","2104,0","1477,2","1573,5","1454,3","3383,8","1125,5","1425,0","1218,8","2371,3","6439,6","7702,6","2270,9","546,7","5253,1","4579,6","0,0","0,0","1432,9","767,3","1148,8","653,9","643,1","1263,3","985,2","517,7","1241,0","958,5"
19-08-2018,10 - 11,"31055,8","2259,5","1522,6","3380,5","3240,1","2588,5","1911,2","1501,4","1418,3","1475,5","3176,3","1136,4","1627,7","1236,3","2513,4","6758,3","7711,4","2556,5","535,9","5371,2","4592,5","0,0","0,0","1457,9","1793,3","1199,5","1013,1","648,8","1264,5","991,0","507,7","1250,1","983,4"
19-08-2018,11 - 12,"31501,0","2326,5","1531,6","3432,3","3233,1","2603,8","1906,6","1517,7","1476,1","1498,4","3140,9","1138,4","1792,2","1230,8","2497,4","6914,6","7710,4","2657,0","533,0","5394,5","4617,4","0,0","0,0","1451,3","2063,2","1198,0","999,1","653,0","1265,3","982,8","490,5","1246,4","988,7"
19-08-2018,12 - 13,"31308,4","2353,2","1524,8","3454,6","3196,1","2606,5","1787,3","1541,1","1280,7","1501,0","2960,4","1137,5","2027,0","1225,6","2573,5","6936,6","7709,3","2669,2","768,4","5397,5","4686,0","0,0","0,0","1405,0","2044,4","1179,5","991,5","652,3","1260,2","978,9","486,6","1241,3","983,6"
19-08-2018,13 - 14,"31323,4","2349,7","1526,0","3666,5","3175,9","2609,1","1780,2","1548,9","1224,7","1499,1","2925,5","1134,0","2025,7","1215,2","2675,7","6894,0","7712,6","2675,5","810,3","5378,1","4745,0","0,0","0,0","1386,5","2045,3","1170,4","976,1","645,3","1262,7","968,0","482,4","1228,1","1000,3"
19-08-2018,14 - 15,"31118,0","2335,4","1448,7","3573,2","3203,8","2612,7","1715,7","1548,6","1204,5","1499,7","2752,4","1128,4","2032,4","1213,8","2719,4","6836,5","7709,2","2652,6","802,9","5358,2","4841,8","0,0","0,0","1362,0","2039,3","1169,0","947,4","639,9","1262,5","957,4","479,9","1219,4","946,9"
19-08-2018,15 - 16,"30985,6","2319,6","1443,5","3428,1","3207,1","2613,9","1711,8","1560,6","1236,4","1497,9","2733,6","1133,1","2050,9","1208,0","2817,2","6790,1","7711,4","2573,9","629,4","5371,6","4858,1","0,0","0,0","1364,9","1810,9","1181,2","912,7","636,8","1261,3","954,9","482,7","1224,5","992,1"
19-08-2018,16 - 17,"31110,4","2353,3","1544,6","3412,5","3289,5","2624,1","1774,2","1566,8","1357,1","1487,6","2916,1","1142,3","2074,4","1226,9","2980,4","6841,1","7704,9","2247,7","479,8","5438,2","4827,2","0,0","0,0","1439,1","1285,1","1219,3","877,0","636,0","1255,4","949,5","486,9","1232,4","964,2"
19-08-2018,17 - 18,"31904,7","2380,4","1566,1","3473,9","3409,8","2620,4","2052,4","1562,6","1661,2","1486,6","3425,6","1162,3","2325,7","1239,5","3028,7","6994,2","7693,5","2325,3","463,0","5519,2","4671,5","0,0","0,0","1664,3","743,7","1336,3","863,2","635,7","1246,3","945,2","488,0","1239,8","947,0"
19-08-2018,18 - 19,"34686,7","2408,5","1607,5","4051,6","4152,6","2619,9","2303,9","1566,3","2491,0","1494,4","4344,4","1165,0","2688,1","1270,0","3165,0","7097,7","7661,6","3171,6","446,8","5584,2","4792,3","0,0","0,0","2507,7","790,3","1517,0","250,4","641,9","1230,9","944,7","484,4","1249,2","880,5"
19-08-2018,19 - 20,"35155,4","2440,6","1612,6","4097,0","4204,2","2629,8","2315,2","1577,3","2577,7","1506,6","4356,6","1186,0","2698,7","1301,9","3297,9","7201,8","7626,5","3272,4","453,5","5570,3","4887,5","0,0","0,0","2626,6","867,4","1485,3","260,5","646,7","1213,0","949,2","496,5","1268,9","892,6"
19-08-2018,20 - 21,"35276,2","2455,9","1615,2","4094,2","4279,4","2635,9","2311,1","1597,3","2588,7","1514,8","4364,8","1178,3","2696,6","1313,8","3273,5","7276,6","7602,0","3300,3","462,5","5454,5","4898,5","0,0","0,0","2730,3","900,6","1441,3","287,0","659,7","1202,0","957,0","687,4","1280,0","720,6"
19-08-2018,21 - 22,"35678,2","2484,4","1618,6","4102,9","4421,7","2708,0","2377,0","1627,4","2600,1","1516,4","4366,4","1180,9","2698,1","1316,0","3278,5","7290,0","7628,1","3294,8","460,7","5675,3","4989,0","0,0","0,0","2819,6","919,4","1409,4","325,6","629,3","1200,2","928,8","478,8","1177,7","798,7"
19-08-2018,22 - 23,"34716,9","2438,1","1562,1","4076,6","4109,0","2622,7","2232,0","1622,1","2461,5","1508,2","4323,2","1163,1","2648,7","1286,8","3141,1","6918,8","7618,9","3151,6","424,9","5522,2","4958,1","0,0","0,0","2795,8","908,6","1379,1","282,3","559,5","1203,2","851,5","475,0","1227,0","774,5"
19-08-2018,23 - 00,"32520,2","2241,1","1564,2","4039,3","3826,5","2576,0","2041,8","1579,2","1944,1","1468,6","3484,9","1110,2","2562,6","1247,0","2755,9","6500,4","7611,8","2402,8","422,4","5149,0","5011,3","0,0","0,0","2647,4","922,3","1501,9","243,0","521,7","1205,5","787,7","473,9","1104,4","806,5"
20-08-2018,00 - 01,"29447,2","2077,5","1490,9","3802,8","3057,2","2540,6","1813,1","1522,3","1622,1","1425,8","2826,0","1080,1","1515,7","1259,0","2520,6","6339,9","7032,1","1674,3","776,9","4924,9","4816,9","0,0","0,0","1940,1","1186,1","859,9","567,1","510,3","1094,4","569,5","291,1","933,3","850,1"
20-08-2018,01 - 02,"29019,2","1967,9","1488,7","3357,7","2946,5","2496,3","1725,5","1478,7","1601,3","1380,6","2599,7","1067,0","1505,6","1252,1","2379,2","6197,3","7026,6","1585,0","902,8","4785,9","4706,9","0,0","0,0","2157,6","1120,3","1293,1","548,9","496,3","1103,8","553,5","290,5","908,0","1030,7"
20-08-2018,02 - 03,"28185,8","1911,2","1487,1","2980,1","2905,5","2463,2","1654,6","1464,3","1373,1","1367,0","2290,5","1057,6","1490,0","1236,9","2369,7","6140,3","7023,3","1561,0","922,4","4763,1","4624,0","0,0","0,0","1992,9","1087,5","1248,2","614,7","492,3","1113,7","547,8","290,8","1095,6","1074,6"
20-08-2018,03 - 04,"27631,1","1914,2","1491,0","2981,3","2903,4","2463,7","1647,8","1451,0","1326,6","1361,3","2254,0","1057,5","1552,0","1235,2","2344,9","6105,7","7027,0","1554,0","790,9","4781,9","4558,5","0,0","0,0","1951,9","1084,4","773,4","650,6","493,8","1118,5","546,9","291,3","1428,3","1059,2"
